MicrotypeID,avg_through_length
A_1,0.12427454732996136
A_2,0.12427454732996136
A_3,0.12427454732996136
A_4,0.12427454732996136
A_5,0.12427454732996136
A_6,0.12427454732996136
B_1,0.12427454732996136
B_2,0.12427454732996136
B_3,0.12427454732996136
B_4,0.12427454732996136
B_5,0.12427454732996136
B_6,0.12427454732996136
C_1,0.12427454732996136
C_2,0.12427454732996136
C_3,0.12427454732996136
C_4,0.12427454732996136
C_5,0.12427454732996136
C_6,0.12427454732996136
D_1,0.12427454732996136
D_2,0.12427454732996136
D_3,0.12427454732996136
D_4,0.12427454732996136
D_5,0.12427454732996136
D_6,0.12427454732996136
E_1,0.12427454732996136
E_2,0.12427454732996136
E_3,0.12427454732996136
E_4,0.12427454732996136
E_5,0.12427454732996136
E_6,0.12427454732996136
F_1,0.12427454732996136
F_2,0.12427454732996136
F_3,0.12427454732996136
F_4,0.12427454732996136
F_5,0.12427454732996136
F_6,0.12427454732996136
